id,name,hex6,url,lrv,r,g,b,hex6_detail,description
8001-41B,Lady in Waiting,B2DDED,https://www.valspar.com/en/colors/browse-colors/lowes/blue/lady-in-waiting-8001-41b,67.0,178,221,237,B2DDED,
8002-45A,Blueberry Ice,C9D8E6,https://www.valspar.com/en/colors/browse-colors/lowes/blue/blueberry-ice-8002-45a,67.0,201,216,230,C9D8E6,
T585,Arctic Tundra,675348,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/arctic-tundra-t585,9.599,103,83,72,675348,
8003-45A,Easy on the Eyes,C6D9E6,https://www.valspar.com/en/colors/browse-colors/lowes/blue/easy-on-the-eyes-8003-45a,67.0,198,217,230,C6D9E6,
V129-6,Rue Bourbon,6A5245,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/rue-bourbon-v129-6,9.521,106,82,69,6A5245,
4005-5A,Blue Raindrop,C4D7E1,https://www.valspar.com/en/colors/browse-colors/lowes/blue/blue-raindrop-4005-5a,65.755,196,215,225,C4D7E1,
V131-6,If a Tree Fell …,665244,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/if-a-tree-fell-v131-6,9.334,102,82,68,665244,
5002-7B,Surf Spray,B3DCE4,https://www.valspar.com/en/colors/browse-colors/lowes/blue/surf-spray-5002-7b,66.329,179,220,228,B3DCE4,
T504,Urban Auburn,78442B,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/urban-auburn-t504,8.304,120,68,43,78442B,
5003-9B,Angelic Blue,ACDDE8,https://www.valspar.com/en/colors/browse-colors/lowes/blue/angelic-blue-5003-9b,66.114,172,221,232,ACDDE8,
8004-39B,Elevation,C5D8DE,https://www.valspar.com/en/colors/browse-colors/lowes/blue/elevation-8004-39b,66.0,197,216,222,C5D8DE,
M247,Hickory Chips,69492A,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/hickory-chips-m247,7.992,105,73,42,69492A,
5003-5A,Aquatic Edge,C2D7D3,https://www.valspar.com/en/colors/browse-colors/lowes/blue/aquatic-edge-5003-5a,64.843,194,215,211,C2D7D3,
M158,Jungle Beat,61492B,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/jungle-beat-m158,7.516,97,73,43,61492B,
T596,Middle Earth,624830,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/middle-earth-t596,7.493,98,72,48,624830,
T594,Deeply Deanna,63453A,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/deeply-deanna-t594,7.272,99,69,58,63453A,
4005-3A,Tinsel Beam,C6D3DB,https://www.valspar.com/en/colors/browse-colors/lowes/blue/tinsel-beam-4005-3a,63.515,198,211,219,C6D3DB,
8001-40B,Laissez-Faire,B2DAE9,https://www.valspar.com/en/colors/browse-colors/lowes/blue/laissez-faire-8001-40b,65.0,178,218,233,B2DAE9,
4008-5A,Pale Flowers,BED5DE,https://www.valspar.com/en/colors/browse-colors/lowes/blue/pale-flowers-4008-5a,63.868,190,213,222,BED5DE,
V132-6,Buckeye,5B4937,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/buckeye-v132-6,7.25,91,73,55,5B4937,
M331,Deep Desert Shadow,504A3C,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/deep-desert-shadow-m331,6.942,80,74,60,504A3C,
5002-9B,Misty,AED9E7,https://www.valspar.com/en/colors/browse-colors/lowes/blue/misty-5002-9b,64.276,174,217,231,AED9E7,
V130-6,Momentous Occasion,57483D,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/momentous-occasion-v130-6,6.937,87,72,61,57483D,
8002-41A,Easy Breezy,B8D7DE,https://www.valspar.com/en/colors/browse-colors/lowes/blue/easy-breezy-8002-41a,64.0,184,215,222,B8D7DE,
M122,Brown Hen,543D27,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/brown-hen-m122,5.42,84,61,39,543D27,
8003-41A,Bahama Breezes,C0D6DE,https://www.valspar.com/en/colors/browse-colors/lowes/blue/bahama-breezes-8003-41a,64.0,192,214,222,C0D6DE,
T598,Garden Loam,4E3F28,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/garden-loam-t598,5.307,78,63,40,4E3F28,
4006-9B,Gentle Wind,AFD4EB,https://www.valspar.com/en/colors/browse-colors/lowes/blue/gentle-wind-4006-9b,61.945,175,212,235,AFD4EB,
T595,Lava Cake,513B33,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/lava-cake-t595,5.14,81,59,51,513B33,
4007-7B,Escape,B4D4E8,https://www.valspar.com/en/colors/browse-colors/lowes/blue/escape-4007-7b,62.456,180,212,232,B4D4E8,
M257,Dark Chocolate,493D34,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/dark-chocolate-m257,5.018,73,61,52,493D34,
V134-6,Gondola,473D32,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/gondola-v134-6,4.936,71,61,50,473D32,
4008-9B,Sonic Sky,A0D5EC,https://www.valspar.com/en/colors/browse-colors/lowes/blue/sonic-sky-4008-9b,61.079,160,213,236,A0D5EC,
8002-38C,Droplet,A3D6DC,https://www.valspar.com/en/colors/browse-colors/lowes/blue/droplet-8002-38c,61.0,163,214,220,A3D6DC,
M107,Rootstock,4B3B30,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/rootstock-m107,4.846,75,59,48,4B3B30,
8003-46A,Quiet Rain,C2CEDF,https://www.valspar.com/en/colors/browse-colors/lowes/blue/quiet-rain-8003-46a,61.0,194,206,223,C2CEDF,
8003-39B,Artiste,BDD0D0,https://www.valspar.com/en/colors/browse-colors/lowes/blue/artiste-8003-39b,60.0,189,208,208,BDD0D0,
V128-6,Christmas Pudding,4A3A39,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/christmas-pudding-v128-6,4.78,74,58,57,4A3A39,
M358,Dark and Stormy Night,4D565F,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/dark-and-stormy-night-m358,9.132,77,86,95,4D565F,
8003-42C,Crisp Collar,B7CED6,https://www.valspar.com/en/colors/browse-colors/lowes/blue/crisp-collar-8003-42c,59.0,183,206,214,B7CED6,
8001-40C,Open Book,9ED2E6,https://www.valspar.com/en/colors/browse-colors/lowes/blue/open-book-8001-40c,59.0,158,210,230,9ED2E6,
T501,Moon Rock,4F4845,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/moon-rock-t501,6.662,79,72,69,4F4845,
4006-3A,Silver Dusk,BACCD6,https://www.valspar.com/en/colors/browse-colors/lowes/blue/silver-dusk-4006-3a,58.443,186,204,214,BACCD6,
V138-6,Cadet Song,334C57,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/cadet-song-v138-6,6.612,51,76,87,334C57,
4007-9B,Perfectly Blue,9FD0E7,https://www.valspar.com/en/colors/browse-colors/lowes/blue/perfectly-blue-4007-9b,58.336,159,208,231,9FD0E7,
M310,Naval Night,424A4B,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/naval-night-m310,6.572,66,74,75,424A4B,
5003-9C,Infinity Pool,91D2E4,https://www.valspar.com/en/colors/browse-colors/lowes/blue/infinity-pool-5003-9c,57.751,145,210,228,91D2E4,
T699,Ginger's Grotto,403F35,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/gingers-grotto-t699,4.877,64,63,53,403F35,
8002-40C,Gossamer Threads,96D2E5,https://www.valspar.com/en/colors/browse-colors/lowes/blue/gossamer-threads-8002-40c,58.0,150,210,229,96D2E5,
8002-45B,Blue Prism,B6CCE0,https://www.valspar.com/en/colors/browse-colors/lowes/blue/blue-prism-8002-45b,58.0,182,204,224,B6CCE0,
M131,Ragtop,513833,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/ragtop-m131,4.816,81,56,51,513833,
8004-37B,Milky Way,BFCBCD,https://www.valspar.com/en/colors/browse-colors/lowes/blue/milky-way-8004-37b,58.0,191,203,205,BFCBCD,
M215,Virtuoso,453747,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/virtuoso-m215,4.441,69,55,71,453747,
M318,Blue Dusk,233E51,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/blue-dusk-m318,4.365,35,62,81,233E51,
4006-7B,Utterly Blue,AFCAE1,https://www.valspar.com/en/colors/browse-colors/lowes/blue/utterly-blue-4006-7b,56.589,175,202,225,AFCAE1,
4008-3B,Lighthouse Shadows,B7C5CC,https://www.valspar.com/en/colors/browse-colors/lowes/blue/lighthouse-shadows-4008-3b,54.629,183,197,204,B7C5CC,
M224,Patrician Purple,323453,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/patrician-purple-m224,3.784,50,52,83,323453,
T691,Deep Space Echo,292F35,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/deep-space-echo-t691,2.773,41,47,53,292F35,
8003-41B,Summer Rain,AAC8D5,https://www.valspar.com/en/colors/browse-colors/lowes/blue/summer-rain-8003-41b,55.0,170,200,213,AAC8D5,
M250,Tempest's Teapot,252D31,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/tempests-teapot-m250,2.466,37,45,49,252D31,
4006-9C,Bluish,9CC8E9,https://www.valspar.com/en/colors/browse-colors/lowes/blue/bluish-4006-9c,54.373,156,200,233,9CC8E9,
V099-1,Alpine Peak,DFE7E0,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/alpine-peak-v099-1,78.312,223,231,224,DFE7E0,
M326,Gauzy Calico,D3E6ED,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/gauzy-calico-m326,76.623,211,230,237,D3E6ED,
V031-1,Babymoon Blue,D3E9EC,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/babymoon-blue-v031-1,78.273,211,233,236,D3E9EC,
8002-41B,Neptune's Castle,A2C9D6,https://www.valspar.com/en/colors/browse-colors/lowes/blue/neptunes-castle-8002-41b,54.0,162,201,214,A2C9D6,
P105,Open Skies,D3E6EA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/open-skies-p105,76.452,211,230,234,D3E6EA,
8003-38C,Wild Life,AEC7C6,https://www.valspar.com/en/colors/browse-colors/lowes/blue/wild-life-8003-38c,54.0,174,199,198,AEC7C6,
V105-1,Blown Glass,D6E5E8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blown-glass-v105-1,75.982,214,229,232,D6E5E8,
8004-37C,Windblown Blue,B5C4C7,https://www.valspar.com/en/colors/browse-colors/lowes/blue/windblown-blue-8004-37c,54.0,181,196,199,B5C4C7,
V101-1,Pearly Jade,DAE4DF,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/pearly-jade-v101-1,75.711,218,228,223,DAE4DF,
V030-1,Ambient Light,C9E8EA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/ambient-light-v030-1,75.824,201,232,234,C9E8EA,
V109-1,Dreamstress,D6E4EA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/dreamstress-v109-1,75.519,214,228,234,D6E4EA,
V032-1,Fresh Dawn,C8E5EC,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/fresh-dawn-v032-1,74.57,200,229,236,C8E5EC,
8004-38B,Annabelle,B4C5CB,https://www.valspar.com/en/colors/browse-colors/lowes/blue/annabelle-8004-38b,54.0,180,197,203,B4C5CB,
V100-1,Soft Haze,D1DED8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/soft-haze-v100-1,70.846,209,222,216,D1DED8,
4005-5B,Sailboat,AAC5D4,https://www.valspar.com/en/colors/browse-colors/lowes/blue/sailboat-4005-5b,53.121,170,197,212,AAC5D4,
T633,Barest Hint of Blue,CBDDDF,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/barest-hint-of-blue-t633,70.024,203,221,223,CBDDDF,
T653,Beach House Blue,CFDDE0,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/beach-house-blue-t653,70.274,207,221,224,CFDDE0,
4005-7C,Promise,ACC3E2,https://www.valspar.com/en/colors/browse-colors/lowes/blue/promise-4005-7c,53.075,172,195,226,ACC3E2,
V074-1,Love Crystal,D0DAE8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/love-crystal-v074-1,69.455,208,218,232,D0DAE8,
V101-2,Cool Mint,CCDED8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/cool-mint-v101-2,69.842,204,222,216,CCDED8,
5001-7B,Ice Sculpture,99C8DD,https://www.valspar.com/en/colors/browse-colors/lowes/blue/ice-sculpture-5001-7b,53.275,153,200,221,99C8DD,
V137-1,Shady Lady,D2DAE1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/shady-lady-v137-1,69.118,210,218,225,D2DAE1,
V108-1,Icy,CBDBE2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/icy-v108-1,68.869,203,219,226,CBDBE2,
V069-1,Blue Bouquet,C4DCE5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-bouquet-v069-1,68.805,196,220,229,C4DCE5,
8004-42B,Blue Luna,B2C3CD,https://www.valspar.com/en/colors/browse-colors/lowes/blue/blue-luna-8004-42b,53.0,178,195,205,B2C3CD,
V102-1,Snow in June,C9DCDB,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/snow-in-june-v102-1,68.509,201,220,219,C9DCDB,
V036-1,Tourmaline,C9DAE8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/tourmaline-v036-1,68.237,201,218,232,C9DAE8,
M314,Fine China,C2DCDE,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/fine-china-m314,67.995,194,220,222,C2DCDE,
4004-5B,Novella Blue,A8C3D8,https://www.valspar.com/en/colors/browse-colors/lowes/blue/novella-blue-4004-5b,52.436,168,195,216,A8C3D8,
8001-44C,Dena's Delight,9EC3E2,https://www.valspar.com/en/colors/browse-colors/lowes/blue/denas-delight-8001-44c,52.0,158,195,226,9EC3E2,
V073-1,Blue Romance,CBD8E8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-romance-v073-1,67.875,203,216,232,CBD8E8,
V106-1,Skinny Dippin',C6DAE2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/skinny-dippin-v106-1,67.846,198,218,226,C6DAE2,
8002-43B,Sound Waves,A0C5D7,https://www.valspar.com/en/colors/browse-colors/lowes/blue/sound-waves-8002-43b,52.0,160,197,215,A0C5D7,
V069-2,New Prince,B9DDEB,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/new-prince-v069-2,67.794,185,221,235,B9DDEB,
M218,Srsly Blue,B1DFE4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/srsly-blue-m218,67.519,177,223,228,B1DFE4,
P036,Blue Tulle,C9D9E5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-tulle-p036,67.365,201,217,229,C9D9E5,
8003-46B,Penelope,AFBFD3,https://www.valspar.com/en/colors/browse-colors/lowes/blue/penelope-8003-46b,51.0,175,191,211,AFBFD3,
4007-7C,Breezy,99C1DD,https://www.valspar.com/en/colors/browse-colors/lowes/blue/breezy-4007-7c,50.093,153,193,221,99C1DD,
V033-1,Lady in Waiting,B2DDED,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/lady-in-waiting-v033-1,67.029,178,221,237,B2DDED,
V034-1,Lingerie Blue,BFDAE9,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/lingerie-blue-v034-1,67.024,191,218,233,BFDAE9,
V068-1,Morning Glory,C1DAE1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/morning-glory-v068-1,66.96,193,218,225,C1DAE1,
V104-1,Needed Escape,BCDBE3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/needed-escape-v104-1,66.966,188,219,227,BCDBE3,
5001-5B,High Noon,A0C2C9,https://www.valspar.com/en/colors/browse-colors/lowes/blue/high-noon-5001-5b,50.203,160,194,201,A0C2C9,
V107-1,Soft Blue,C7D8E2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/soft-blue-v107-1,66.801,199,216,226,C7D8E2,
5002-9C,Summer Splash,78C6E3,https://www.valspar.com/en/colors/browse-colors/lowes/blue/summer-splash-5002-9c,49.776,120,198,227,78C6E3,
M335,Breath of Green,C9D9D7,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/breath-of-green-m335,66.884,201,217,215,C9D9D7,
8003-39C,Sea Star,A5BFC2,https://www.valspar.com/en/colors/browse-colors/lowes/blue/sea-star-8003-39c,49.0,165,191,194,A5BFC2,
M337,Buoyant Blue,C5D9DD,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/buoyant-blue-m337,66.482,197,217,221,C5D9DD,
V070-1,Chapel Choir,C2D8E5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/chapel-choir-v070-1,66.194,194,216,229,C2D8E5,
4005-3B,Glacier Mist,A7BAC9,https://www.valspar.com/en/colors/browse-colors/lowes/blue/glacier-mist-4005-3b,47.722,167,186,201,A7BAC9,
V100-2,Take a Hike,C3D2CC,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/take-a-hike-v100-2,61.996,195,210,204,C3D2CC,
V072-1,Cache Blue,C3D7E6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/cache-blue-v072-1,65.883,195,215,230,C3D7E6,
4008-9C,Billow,76C2E3,https://www.valspar.com/en/colors/browse-colors/lowes/blue/billow-4008-9c,47.987,118,194,227,76C2E3,
V103-2,Hatchling Blue,B5D4D8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/hatchling-blue-v103-2,61.974,181,212,216,B5D4D8,
V102-2,Lakeside Find,BAD3D3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/lakeside-find-v102-2,61.637,186,211,211,BAD3D3,
P030,Adorbs,C1D1D4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/adorbs-p030,61.566,193,209,212,C1D1D4,
V099-2,Fountain Foam,C6D0C7,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/fountain-foam-v099-2,61.338,198,208,199,C6D0C7,
5002-7C,Tidal Wave,84C1CF,https://www.valspar.com/en/colors/browse-colors/lowes/blue/tidal-wave-5002-7c,47.731,132,193,207,84C1CF,
T634,Scottish Heath,C5CFCD,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/scottish-heath-t634,60.936,197,207,205,C5CFCD,
V109-2,Faded Indigo,BFCFDB,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/faded-indigo-v109-2,61.051,191,207,219,BFCFDB,
8001-42C,Moment of Grace,83C1E2,https://www.valspar.com/en/colors/browse-colors/lowes/blue/moment-of-grace-8001-42c,48.0,131,193,226,83C1E2,
4007-5C,Memorybook Blue,9DBCC9,https://www.valspar.com/en/colors/browse-colors/lowes/blue/memorybook-blue-4007-5c,47.182,157,188,201,9DBCC9,
V107-2,Rich Porcelain Blue,BFCFD9,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/rich-porcelain-blue-v107-2,60.899,191,207,217,BFCFD9,
V037-1,Beribboned,C2CDE0,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/beribboned-v037-1,60.671,194,205,224,C2CDE0,
V106-2,Sailing on the Bay,B5D1DC,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/sailing-on-the-bay-v106-2,60.328,181,209,220,B5D1DC,
8002-43C,Angel Sol,90BDD3,https://www.valspar.com/en/colors/browse-colors/lowes/blue/angel-sol-8002-43c,47.0,144,189,211,90BDD3,
V104-2,Grand Entrance,B2D1DA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/grand-entrance-v104-2,60.299,178,209,218,B2D1DA,
V108-2,Arctic Circle,B9CFDC,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/arctic-circle-v108-2,60.222,185,207,220,B9CFDC,
V068-2,Soothing Blue,AED2DC,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/soothing-blue-v068-2,60.159,174,210,220,AED2DC,
5003-10A,Fiesta Blue,6AC2D6,https://www.valspar.com/en/colors/browse-colors/lowes/blue/fiesta-blue-5003-10a,46.274,106,194,214,6AC2D6,
8002-38D,Cerulean Skies,7EBFC5,https://www.valspar.com/en/colors/browse-colors/lowes/blue/cerulean-skies-8002-38d,46.0,126,191,197,7EBFC5,
V072-2,Prestige Blue,B7CFE2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/prestige-blue-v072-2,60.083,183,207,226,B7CFE2,
T663,Happy-Go-Lucky,BDCED5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/happy-go-lucky-t663,59.786,189,206,213,BDCED5,
V137-2,Misty Harbor,C4CCD3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/misty-harbor-v137-2,59.528,196,204,211,C4CCD3,
8004-37D,Lagoon Reflection,A9B8BB,https://www.valspar.com/en/colors/browse-colors/lowes/blue/lagoon-reflection-8004-37d,46.0,169,184,187,A9B8BB,
V070-2,December Solstice,A9D0E6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/december-solstice-v070-2,59.287,169,208,230,A9D0E6,
V035-1,Frosty Snow Cap,B0CEE6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/frosty-snow-cap-v035-1,59.083,176,206,230,B0CEE6,
8004-39C,Soft Shore,A2B9C1,https://www.valspar.com/en/colors/browse-colors/lowes/blue/soft-shore-8004-39c,46.0,162,185,193,A2B9C1,
V073-2,Periwinkle Dream,B8CCE5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/periwinkle-dream-v073-2,59.077,184,204,229,B8CCE5,
M307,Whiting Cottage,B2CEDE,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/whiting-cottage-m307,58.986,178,206,222,B2CEDE,
8004-40C,Matt on Monday,A4B7BE,https://www.valspar.com/en/colors/browse-colors/lowes/blue/matt-on-monday-8004-40c,45.0,164,183,190,A4B7BE,
V071-1,Serendipity Blue,ADCEE1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/serendipity-blue-v071-1,58.606,173,206,225,ADCEE1,
V102-3,Wild Life,AEC7C6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/wild-life-v102-3,53.962,174,199,198,AEC7C6,
4006-3B,Palisade Blue,9FB4C2,https://www.valspar.com/en/colors/browse-colors/lowes/blue/palisade-blue-4006-3b,43.886,159,180,194,9FB4C2,
V137-3,Steampunk Gray,BBC3CA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/steampunk-gray-v137-3,53.896,187,195,202,BBC3CA,
M227,Beach Breeze,94CDC2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/beach-breeze-m227,53.866,148,205,194,94CDC2,
8002-40D,Ocean Horizon,6FBDD3,https://www.valspar.com/en/colors/browse-colors/lowes/blue/ocean-horizon-8002-40d,44.0,111,189,211,6FBDD3,
T645,Statue of Liberty,B7C5BF,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/statue-of-liberty-t645,53.627,183,197,191,B7C5BF,
M315,New-Age Green,A6C8C3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/new-age-green-m315,53.579,166,200,195,A6C8C3,
V109-3,Ruffled Feathers,AFC3D3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/ruffled-feathers-v109-3,52.582,175,195,211,AFC3D3,
V107-3,Blue Luna,B2C3CD,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-luna-v107-3,52.858,178,195,205,B2C3CD,
8002-41C,Aster,89B8C7,https://www.valspar.com/en/colors/browse-colors/lowes/blue/aster-8002-41c,44.0,137,184,199,89B8C7,
8004-38C,Cat's Meow,9FB4BD,https://www.valspar.com/en/colors/browse-colors/lowes/blue/cats-meow-8004-38c,44.0,159,180,189,9FB4BD,
T623,Robin's Pride,ABC4CA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/robins-pride-t623,52.182,171,196,202,ABC4CA,
M328,Juliet Blue,ABC3CC,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/juliet-blue-m328,52.02,171,195,204,ABC3CC,
5001-10A,Water Fountain,6FB8D3,https://www.valspar.com/en/colors/browse-colors/lowes/blue/water-fountain-5001-10a,42.336,111,184,211,6FB8D3,
T632,Drenched,A6C4D0,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/drenched-t632,52.001,166,196,208,A6C4D0,
8001-42D,BFF Blue,68B6E0,https://www.valspar.com/en/colors/browse-colors/lowes/blue/bff-blue-8001-42d,42.0,104,182,224,68B6E0,
V069-3,Boutonniere,97C6DA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/boutonniere-v069-3,51.994,151,198,218,97C6DA,
M325,Big Sky Country,93C8CF,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/big-sky-country-m325,51.974,147,200,207,93C8CF,
P071,Plein Air,A8C3D3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/plein-air-p071,51.965,168,195,211,A8C3D3,
8002-45C,Moonglow,92B2D1,https://www.valspar.com/en/colors/browse-colors/lowes/blue/moonglow-8002-45c,42.0,146,178,209,92B2D1,
P106,Hydrangea Blue,8BC6DF,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/hydrangea-blue-p106,51.359,139,198,223,8BC6DF,
V074-3,Canopy Bed,AEBFDA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/canopy-bed-v074-3,51.074,174,191,218,AEBFDA,
8003-46C,Brush Stroke,9AAFC7,https://www.valspar.com/en/colors/browse-colors/lowes/blue/brush-stroke-8003-46c,42.0,154,175,199,9AAFC7,
V071-2,Patrick's Perfect Day,95C3DF,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/patricks-perfect-day-v071-2,50.765,149,195,223,95C3DF,
V070-3,21st Century Blue,8BC4E0,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/21st-century-blue-v070-3,50.114,139,196,224,8BC4E0,
4006-10A,High Seas,78B1D8,https://www.valspar.com/en/colors/browse-colors/lowes/blue/high-seas-4006-10a,40.579,120,177,216,78B1D8,
V031-2,Waterslide,76C7E2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/waterslide-v031-2,50.042,118,199,226,76C7E2,
8001-44D,Wild Blue Yonder,88B0D7,https://www.valspar.com/en/colors/browse-colors/lowes/blue/wild-blue-yonder-8001-44d,41.0,136,176,215,88B0D7,
P108,Endless Blue,8DC2E1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/endless-blue-p108,49.464,141,194,225,8DC2E1,
V072-3,Double Denim,95BFE1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/double-denim-v072-3,49.068,149,191,225,95BFE1,
V105-3,Winter Moss,9FB9BF,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/winter-moss-v105-3,45.798,159,185,191,9FB9BF,
4008-10A,Sea Frolic,53B5DF,https://www.valspar.com/en/colors/browse-colors/lowes/blue/sea-frolic-4008-10a,39.979,83,181,223,53B5DF,
T682,Heron Wing,A1B7C3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/heron-wing-t682,45.356,161,183,195,A1B7C3,
T683,Blue Goblin,9FB7C1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-goblin-t683,45.095,159,183,193,9FB7C1,
V106-3,Déjà Blue,99B8C4,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/deja-blue-v106-3,45.003,153,184,196,99B8C4,
V068-3,Mosaic Blue,86BAC8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/mosaic-blue-v068-3,44.579,134,186,200,86BAC8,
