hex1,hex2
D6EFDA,FFFBF0
D6EFDA,F6E3D3
FFFBF0,F6E3D3
BFD4C4,FAF7F0
BFD4C4,D8C7B6
FAF7F0,D8C7B6
FFFDF2,F7F6F1
FFFDF2,D4CEBF
F7F6F1,D4CEBF
ACBA8D,F4F0E3
ACBA8D,D5C7B3
F4F0E3,D5C7B3
763B42,F8F5E9
763B42,D4D0C5
F8F5E9,D4D0C5
EED683,EBE9D8
EED683,89978E
EBE9D8,89978E
9D913C,FCF7DB
9D913C,D5C3AD
FCF7DB,D5C3AD
698EB3,F4F0E1
698EB3,C7BDA8
F4F0E1,C7BDA8
FFF5BE,FDFAF1
FFF5BE,D8C7B6
FDFAF1,D8C7B6
B06144,F8F5E9
B06144,CCBEAC
F8F5E9,CCBEAC
D76968,F0E8D9
D76968,BCAB8C
F0E8D9,BCAB8C
1A9D49,FDFAF1
1A9D49,CEBE9F
FDFAF1,CEBE9F
DBD0CE,FAF7F0
DBD0CE,C5D1DA
FAF7F0,C5D1DA
BB8E55,FFFEED
BB8E55,F1D5AE
FFFEED,F1D5AE
F4DB4F,FFFBF0
F4DB4F,D0D1C1
FFFBF0,D0D1C1
CA884E,FFFBF0
CA884E,D2C5AE
FFFBF0,D2C5AE
CA994E,FFFDF2
CA994E,D0D2C5
FFFDF2,D0D2C5
FFD3CF,FFFBF0
FFD3CF,EFE0C6
FFFBF0,EFE0C6
EAF3E6,FDFAF1
EAF3E6,E1CEAD
FDFAF1,E1CEAD
B3D8E5,FDFAF1
B3D8E5,D5C6BD
FDFAF1,D5C6BD
FFFCEC,BBB3A2
CDD0C0,F7F6F1
CDD0C0,E9D8C2
F7F6F1,E9D8C2
FFDCCC,F9EDE2
FFDCCC,E1CBB6
F9EDE2,E1CBB6
ACB8C1,FFFCEC
ACB8C1,F6E6C5
FFFCEC,F6E6C5
A7D3B7,F1FBF1
A7D3B7,D8C7B6
F1FBF1,D8C7B6
FFF3F4,FFF8E3
FFF3F4,5F4947
FFF8E3,5F4947
F2EFDC,F7F6F1
F2EFDC,CCC7A1
F7F6F1,CCC7A1
AF413B,F7F6F1
AF413B,CBC5C6
F7F6F1,CBC5C6
008A7D,ECEBE5
008A7D,9CB3B5
ECEBE5,9CB3B5
CFB352,FDFAF1
CFB352,D4CEBF
FDFAF1,D4CEBF
F7E5A9,F7F6F1
F7E5A9,D1D2BF
F7F6F1,D1D2BF
E6BE59,FAF7F0
E6BE59,BBB3A2
FAF7F0,BBB3A2
F6CA69,FFF9EC
F6CA69,DACBA7
FFF9EC,DACBA7
D9C09C,F7F6F1
D9C09C,B6C5C1
F7F6F1,B6C5C1
FBE573,F7EFDD
FBE573,C1B4A0
F7EFDD,C1B4A0
9F8046,FDF2DB
9F8046,E9D4A9
FDF2DB,E9D4A9
BB993A,FAF3E6
BB993A,CEBE9F
FAF3E6,CEBE9F
FFEFCB,FFFBE8
FFEFCB,DFE4DA
FFFBE8,DFE4DA
F5BC1D,F4F0E8
F5BC1D,D4CEBF
F4F0E8,D4CEBF
FFDA68,FFFDF2
FFDA68,D2CFC1
FFFDF2,D2CFC1
F6DA74,FDFAF1
F6DA74,C2D7DF
FDFAF1,C2D7DF
F7C66B,FFFDEB
F7C66B,D8C7B6
FFFDEB,D8C7B6
B98841,EFEDEE
B98841,BBB0B1
EFEDEE,BBB0B1
FFFEC6,FFFFE8
FFFEC6,E2D8C3
FFFFE8,E2D8C3
E9CA94,EBE6D7
E9CA94,935444
EBE6D7,935444
FDCB18,F7F6F1
FDCB18,C5B5A4
F7F6F1,C5B5A4
5A9E4B,F4F1EB
5A9E4B,D4D0C5
F4F1EB,D4D0C5
46565F,F4F0E1
46565F,DCD3BC
F4F0E1,DCD3BC
A0A160,EBE2CF
A0A160,F1E4C8
EBE2CF,F1E4C8
E3CBA8,FAEEDB
E3CBA8,97A2A0
FAEEDB,97A2A0
ACB7A8,EEF1EA
ACB7A8,DFE4DA
EEF1EA,DFE4DA
C0A480,FCF7EB
C0A480,E9D8C2
FCF7EB,E9D8C2
D8C095,E2D8C2
D8C095,9D7147
E2D8C2,9D7147
534778,EAEAEA
534778,C0C3C4
EAEAEA,C0C3C4
857767,F6EFE1
857767,BCAB9C
F6EFE1,BCAB9C
C8D1C4,EEF1EA
C8D1C4,AC8674
EEF1EA,AC8674
F5CE9F,FDFAF1
F5CE9F,C7C7A1
FDFAF1,C7C7A1
A19ABD,FFF9EC
A19ABD,E5D2B0
FFF9EC,E5D2B0
7F779A,E9E4EF
7F779A,D5C6BD
E9E4EF,D5C6BD
9C9463,FDFAF1
9C9463,D4D0C5
FDFAF1,D4D0C5
F4DAF1,F5EFE8
F4DAF1,E9E2D7
F5EFE8,E9E2D7
58424C,EBE9D8
58424C,89978E
EBE9D8,89978E
B194A6,ECEBE5
B194A6,CECDC5
ECEBE5,CECDC5
656579,F5ECDC
656579,BFA984
F5ECDC,BFA984
C3C175,FFFCEC
C3C175,E9E8BB
FFFCEC,E9E8BB
F4F7EE,F7F6F1
F4F7EE,E0E8DB
F7F6F1,E0E8DB
8D9A9E,FFFBF0
8D9A9E,CCBEAC
FFFBF0,CCBEAC
707C78,ECEBE5
707C78,CECDC5
ECEBE5,CECDC5
C3C0BB,EAEFE5
C3C0BB,CAD6C4
EAEFE5,CAD6C4
9CA0A6,F7F6F1
9CA0A6,D5D7D9
F7F6F1,D5D7D9
E5E8E6,FDFAF1
E5E8E6,B7C0BE
FDFAF1,B7C0BE
566E57,F4F0E8
566E57,BBB3A2
F4F0E8,BBB3A2
676957,F7F6F1
676957,D0D2C5
F7F6F1,D0D2C5
E3E1CC,F0EFEB
E3E1CC,C6C191
F0EFEB,C6C191
CAD6C4,F5E9D9
CAD6C4,D6C0A4
F5E9D9,D6C0A4
D7E2D5,FDFAF1
D7E2D5,EEE2D5
FDFAF1,EEE2D5
858365,F2F1E6
858365,D1D2BF
F2F1E6,D1D2BF
E8E8D4,F7F6F1
E8E8D4,D1D2BF
F7F6F1,D1D2BF
5EAB81,F0EFEB
5EAB81,CBB68F
F0EFEB,CBB68F
495A4C,F1E4CB
495A4C,D8C095
F1E4CB,D8C095
D7E7CD,FDFAF1
D7E7CD,D8CFC1
FDFAF1,D8CFC1
737D6A,FDFAF1
737D6A,C8D1C4
FDFAF1,C8D1C4
6CA178,ECEBEA
6CA178,C6C6C6
ECEBEA,C6C6C6
FEE9DA,FFFBF0
FEE9DA,E6B99F
FFFBF0,E6B99F
62B4C0,FDFAF1
62B4C0,E5D2B0
FDFAF1,E5D2B0
DE96C1,FFF4F3
DE96C1,BFC9D0
FFF4F3,BFC9D0
DCD3BC,F0EFEB
DCD3BC,ECD0A1
F0EFEB,ECD0A1
878573,E5DFCD
878573,C0B28E
E5DFCD,C0B28E
E2C4AF,F3E4D3
E2C4AF,C8987E
F3E4D3,C8987E
D0D1E1,F7F1E2
D0D1E1,D4CEBF
F7F1E2,D4CEBF
CDA894,F4ECDB
CDA894,B3B5AF
F4ECDB,B3B5AF
8A99A4,FFFBF0
8A99A4,D8C7B6
FFFBF0,D8C7B6
A87678,FFFBF0
A87678,D8C7B6
FFFBF0,D8C7B6
BFA984,F5ECDC
BFA984,BFD4C4
F5ECDC,BFD4C4
B67A63,E3E1CC
B67A63,C0B28E
E3E1CC,C0B28E
E0E9F3,FDFAF1
E0E9F3,A2B7CF
FDFAF1,A2B7CF
778071,E6E3D6
778071,E3D4B9
E6E3D6,E3D4B9
9A5F3F,E3DAC6
9A5F3F,939789
E3DAC6,939789
CF875F,F3F0E8
CF875F,B9B5A4
F3F0E8,B9B5A4
DACD81,FCF7DB
DACD81,D5C7B3
FCF7DB,D5C7B3
D4AC99,FDFAF1
D4AC99,F5DED1
FDFAF1,F5DED1
CFAC47,F4F1EB
CFAC47,BAB6A9
F4F1EB,BAB6A9
B7C0BE,FAEEDB
B7C0BE,E3CBA8
FAEEDB,E3CBA8
B29E9D,EDE2E0
B29E9D,E2D5D3
EDE2E0,E2D5D3
FFF3D5,FDFAF1
FFF3D5,E7E3DB
FDFAF1,E7E3DB
F2F1DC,F7F6F1
F2F1DC,E2E5C7
F7F6F1,E2E5C7
F0DCA0,FFF6D7
F0DCA0,6C6556
FFF6D7,6C6556
B7BDD6,E5E8F2
B7BDD6,D4D0C5
E5E8F2,D4D0C5
9D7F4C,E2D8C2
9D7F4C,BEA781
E2D8C2,BEA781
CB3D3C,EBE9D8
CB3D3C,DDCAAF
EBE9D8,DDCAAF
FFADC9,FDFAF1
FFADC9,EFDFCF
FDFAF1,EFDFCF
A17135,FFFFE9
A17135,F0DCA0
FFFFE9,F0DCA0
D6CFBF,F1E7DB
D6CFBF,ADC5C9
F1E7DB,ADC5C9
D182A0,ECE3E1
D182A0,DBD0CE
ECE3E1,DBD0CE
DCD8D4,F7F6F1
DCD8D4,F9D7EE
F7F6F1,F9D7EE
E9F3E1,FDFAF1
E9F3E1,BFD5B3
FDFAF1,BFD5B3
F9FEE9,F7F6F1
F9FEE9,EDFAD9
F7F6F1,EDFAD9
90B1AE,F0EFEB
90B1AE,BAB6AB
F0EFEB,BAB6AB
AB8274,FAF7F0
AB8274,EED9D1
FAF7F0,EED9D1
7C6E6D,E6E0E0
7C6E6D,D4CBCC
E6E0E0,D4CBCC
B7A28E,FFF9E4
B7A28E,E9E1A7
FFF9E4,E9E1A7
4F5A51,F7F6F1
4F5A51,D1DAD5
F7F6F1,D1DAD5
C5D2B1,F5EFE8
C5D2B1,D8CFC1
F5EFE8,D8CFC1
CFB999,F7EFDD
CFB999,979FBF
F7EFDD,979FBF
DFC16D,FFF9EC
DFC16D,CEBE9F
FFF9EC,CEBE9F
FFE536,F7F6F1
FFE536,CCBEAC
F7F6F1,CCBEAC
FFFDDD,FDFAF1
FFFDDD,EFF19D
FDFAF1,EFF19D
616C51,EBE6D7
616C51,BEA781
EBE6D7,BEA781
EBE6D7,F0EFEB
EBE6D7,D8CEB9
F0EFEB,D8CEB9
355D51,FDFAF1
355D51,D5C3AD
FDFAF1,D5C3AD
B7737D,D2CDBC
B7737D,ACBDB1
D2CDBC,ACBDB1
ECD8B1,F4ECDB
ECD8B1,B94C66
F4ECDB,B94C66
F2D082,ECEBE5
F2D082,BAB6AB
ECEBE5,BAB6AB
F7EEDB,FDFAF1
F7EEDB,DACBA7
FDFAF1,DACBA7
AC8674,FFF9E4
AC8674,DDC3B7
FFF9E4,DDC3B7
986E6E,DBD7C4
986E6E,B19C8F
DBD7C4,B19C8F
D39F5F,F0EFEB
D39F5F,9EB1AE
F0EFEB,9EB1AE
E8B447,F7EFDD
E8B447,CCBEAC
F7EFDD,CCBEAC
E8B447,F7EFDD
E8B447,CCBEAC
F7EFDD,CCBEAC
DCB149,F3EDDE
DCB149,D4CEBF
F3EDDE,D4CEBF
F1DDA2,F4ECDB
F1DDA2,E9786E
F4ECDB,E9786E
875942,FFF8EE
875942,DEB699
FFF8EE,DEB699
BC3033,F0E8D9
BC3033,D2C6AE
F0E8D9,D2C6AE
F9B82B,F6ECD6
F9B82B,C1B4A0
F6ECD6,C1B4A0
C6A698,FAF0DB
C6A698,EEDAD1
FAF0DB,EEDAD1
96A782,EBE6D7
96A782,B9B297
EBE6D7,B9B297
46554C,E3DAC6
46554C,BEA781
E3DAC6,BEA781
EBEEE8,F7F6F1
EBEEE8,00748E
F7F6F1,00748E
D5EDFB,F7F6F1
D5EDFB,E9E2D7
F7F6F1,E9E2D7
D2EAF1,F7F6F1
D2EAF1,E9E2D7
F7F6F1,E9E2D7
DCECF5,FDFAF1
DCECF5,99C1DC
FDFAF1,99C1DC
FFFFE9,FDFAF1
FFFFE9,FCF9BD
FDFAF1,FCF9BD
CAC7C4,FDFAF1
CAC7C4,AC3235
FDFAF1,AC3235
E2E4D7,FFF9EC
E2E4D7,EEE2D5
FFF9EC,EEE2D5
FFFBC1,F7F6F1
FFFBC1,E8DCD5
F7F6F1,E8DCD5
FBF9E1,F7F6F1
FBF9E1,ECE6C8
F7F6F1,ECE6C8
E2E2ED,F7F6F1
E2E2ED,B5B6CE
F7F6F1,B5B6CE
E6E9F9,F5EAE3
E6E9F9,E8DAD1
F5EAE3,E8DAD1
FDFCFA,F7F6F1
FDFCFA,577396
F7F6F1,577396
33746B,FAF3E6
33746B,CEBE9F
FAF3E6,CEBE9F
A3BC3A,FAF3E6
A3BC3A,CEBE9F
FAF3E6,CEBE9F
324680,FDFAF1
324680,BCAA9F
FDFAF1,BCAA9F
AEADAD,ECEBE5
AEADAD,EC9580
ECEBE5,EC9580
F0D5EA,FFF8EE
F0D5EA,E9F1EC
FFF8EE,E9F1EC
00608B,FDFCFA
00608B,CDB9A2
FDFCFA,CDB9A2
E0CFB5,FBF1DF
E0CFB5,A87678
FBF1DF,A87678
4FA183,FDFAF1
4FA183,D4D0C5
FDFAF1,D4D0C5
E3DAC6,EBE9D8
E3DAC6,A89887
EBE9D8,A89887
FF8D28,FDFAF1
FF8D28,D6C5A9
FDFAF1,D6C5A9
4D516C,FAF0DB
4D516C,B8A487
FAF0DB,B8A487
007F59,FDFAF1
007F59,D4CEBF
FDFAF1,D4CEBF
69905B,F2FAED
69905B,E9D3BA
F2FAED,E9D3BA
9DACB5,F7F6F1
9DACB5,D8C7B6
F7F6F1,D8C7B6
50676B,F5E9D9
50676B,D6C0A4
F5E9D9,D6C0A4
5D5B5B,FDFBF8
5D5B5B,D1D0D1
FDFBF8,D1D0D1
AF5B46,F8EEE3
AF5B46,BCAA9F
F8EEE3,BCAA9F
4D504B,F7F6F1
4D504B,B3AB98
F7F6F1,B3AB98
6A6B67,EBE9D8
6A6B67,E2CC9C
EBE9D8,E2CC9C
88D9D8,F7F6F1
88D9D8,D8CFC1
F7F6F1,D8CFC1
C3DDEE,FFF9EC
C3DDEE,DDC3B7
FFF9EC,DDC3B7
5F6957,EEF1EA
5F6957,C8D1C4
EEF1EA,C8D1C4
FFF6DA,FDFAF1
FFF6DA,F3E5CB
FDFAF1,F3E5CB
F8F7E6,FDFAF1
F8F7E6,E1CBB6
FDFAF1,E1CBB6
F9E4C1,FFF9EC
F9E4C1,C7D7E0
FFF9EC,C7D7E0
93A272,F4F0E3
93A272,D5C7B3
F4F0E3,D5C7B3
818068,F2F0E8
818068,D0D1C1
F2F0E8,D0D1C1
D19431,F5EFE8
D19431,C1B4A0
F5EFE8,C1B4A0
C2D7AD,F4F1EB
C2D7AD,D4D0C5
F4F1EB,D4D0C5
34C2A7,FDFAF1
34C2A7,C1B4A0
FDFAF1,C1B4A0
AEDDD3,FFFBF0
AEDDD3,D5C6BD
FFFBF0,D5C6BD
38C6A1,F4F1EB
38C6A1,D4D0C5
F4F1EB,D4D0C5
EFDDC3,F4F2EA
EFDDC3,D0D2C5
F4F2EA,D0D2C5
9A8D3F,FDF5D7
9A8D3F,D4BA8C
FDF5D7,D4BA8C
99C1DC,FDFAF1
99C1DC,D4CEBF
FDFAF1,D4CEBF
FFF4BB,FDFAF1
FFF4BB,CFD5D7
FDFAF1,CFD5D7
3B4A6C,F0EFEB
3B4A6C,D8CEB9
F0EFEB,D8CEB9
674247,F0EFEB
674247,BAB4A6
F0EFEB,BAB4A6
B0DFA4,F1FDE9
B0DFA4,D8CFC1
F1FDE9,D8CFC1
F1E4C8,EBE9D8
F1E4C8,8EA597
EBE9D8,8EA597
575654,FDFAF1
575654,DBDBDA
FDFAF1,DBDBDA
5E774A,E9F3E1
5E774A,F5CE9F
E9F3E1,F5CE9F
7FB377,F0EFEB
7FB377,BAB6AB
F0EFEB,BAB6AB
7E6099,F5EBE1
7E6099,BFAA97
F5EBE1,BFAA97
00A466,FDFAF1
00A466,D2C6AE
FDFAF1,D2C6AE
F8C275,FFF8E1
F8C275,DCD8C7
FFF8E1,DCD8C7
FFEBEE,FDFAF1
FFEBEE,F4C0C6
FDFAF1,F4C0C6
90A96E,FDF3E4
90A96E,D6BA9B
FDF3E4,D6BA9B
437B48,D2CDBC
437B48,C7BDA8
D2CDBC,C7BDA8
D2F4DD,FDFAF1
D2F4DD,EFE0C6
FDFAF1,EFE0C6
A89887,E2D8C2
A89887,B67350
E2D8C2,B67350
EEF9C1,FFFFEF
EEF9C1,E3D2C0
FFFFEF,E3D2C0
D5B59C,FCF0E5
D5B59C,CCC7A1
FCF0E5,CCC7A1
FFFFE5,FDFAF1
FFFFE5,FFFAC0
FDFAF1,FFFAC0
EA936E,FDFAF1
EA936E,D4D0C5
FDFAF1,D4D0C5
D2A5A3,DBD7C4
D2A5A3,EBDAB5
DBD7C4,EBDAB5
ECEBEA,F8F5E9
ECEBEA,C6C6C6
F8F5E9,C6C6C6
B34B47,ECEBE5
B34B47,CECDC5
ECEBE5,CECDC5
FFC3BF,F5EFE8
FFC3BF,D8CFC1
F5EFE8,D8CFC1
689DB7,F6EBD7
689DB7,D6C0A4
F6EBD7,D6C0A4
AEB9BC,F8F5E9
AEB9BC,CAD3D4
F8F5E9,CAD3D4
9DD8DB,E6E3D6
9DD8DB,DDCAAF
E6E3D6,DDCAAF
80A1B0,FDFAF1
80A1B0,CEBE9F
FDFAF1,CEBE9F
6C849B,F4F1EB
6C849B,CDB9A2
F4F1EB,CDB9A2
FFFFE3,F7F6F1
FFFFE3,E7E3DB
F7F6F1,E7E3DB
165D95,F6EBD7
165D95,D5BFA5
F6EBD7,D5BFA5
C7994F,FFF8E3
C7994F,CCC7A1
FFF8E3,CCC7A1
B7C0EA,FDFBF8
B7C0EA,D6C3B9
FDFBF8,D6C3B9
008A51,EAEAEA
008A51,C0C3C4
EAEAEA,C0C3C4
F3F0E8,F7F6F1
F3F0E8,B9B5A4
F7F6F1,B9B5A4
E9D2EF,F7F6F1
E9D2EF,D8C7B6
F7F6F1,D8C7B6
DBD7F2,FFFDF2
DBD7F2,E8DBC5
FFFDF2,E8DBC5
BD83BE,FFEDF8
BD83BE,D6C3B9
FFEDF8,D6C3B9
E2E5C7,FDFAF1
E2E5C7,D8CFC1
FDFAF1,D8CFC1
F3E7B4,F0EFEB
F3E7B4,D8C095
F0EFEB,D8C095
9C9C4B,FFFEED
9C9C4B,CDB9A2
FFFEED,CDB9A2
BF4E46,F4F0E1
BF4E46,E2CAAF
F4F0E1,E2CAAF
FFFAE5,FDFAF1
FFFAE5,DABD84
FDFAF1,DABD84
EFF19D,FFFFE9
EFF19D,D8CFC1
FFFFE9,D8CFC1
679B6A,FCF0E5
679B6A,E9CFBB
FCF0E5,E9CFBB
787976,FDFAF1
787976,D3D3D2
FDFAF1,D3D3D2
4E4E63,EFECEF
4E4E63,D4CBCC
EFECEF,D4CBCC
F7DE9D,F4F0E1
F7DE9D,B8A88A
F4F0E1,B8A88A
FFF7C4,FDFAF1
FFF7C4,D8CFC1
FDFAF1,D8CFC1
F8EC9E,FFFCD7
F8EC9E,D4CEBF
FFFCD7,D4CEBF
FFFEE6,F7F6F1
FFFEE6,FFFAC1
F7F6F1,FFFAC1
FFFFEC,F7F6F1
FFFFEC,F0F7C4
F7F6F1,F0F7C4
FCF9BD,FDFAF1
FCF9BD,E7E3DB
FDFAF1,E7E3DB
FECF24,FDFAF1
FECF24,D8C7B6
FDFAF1,D8C7B6
FFFBA8,FDFAF1
FFFBA8,D8CFC1
FDFAF1,D8CFC1
FFFAC0,FDFAF1
FFFAC0,D4D0C5
FDFAF1,D4D0C5
E7C630,F7F6F1
E7C630,B3AB98
F7F6F1,B3AB98
6CB037,F4F0E8
6CB037,D4CEBF
F4F0E8,D4CEBF
D8F1F4,F7F6F1
D8F1F4,8ECED8
F7F6F1,8ECED8
9DA693,F0EFEB
9DA693,788788
F0EFEB,788788
A2B0A8,ECEBE5
A2B0A8,D9D9D6
ECEBE5,D9D9D6
DACBA7,F7EEDB
DACBA7,EDB384
F7EEDB,EDB384
92CBF1,FDF9EF
92CBF1,E3D2C0
FDF9EF,E3D2C0
F5EFE8,F7F6F1
F5EFE8,D8CFC1
F7F6F1,D8CFC1
F9DBCF,FDFAF1
F9DBCF,DDA896
FDFAF1,DDA896
979D9A,F3E7DB
979D9A,FED6CC
F3E7DB,FED6CC
F1BFE2,FDFAF1
F1BFE2,E2D8C3
FDFAF1,E2D8C3
FCF7DB,F7F6F1
FCF7DB,E9E1A7
F7F6F1,E9E1A7
FDF5D7,F7F6F1
FDF5D7,E3D9A0
F7F6F1,E3D9A0
BCC09E,F3F5E9
BCC09E,DFC6AA
F3F5E9,DFC6AA
E3E3D7,F2F0E8
E3E3D7,B6B5A0
F2F0E8,B6B5A0
F3F4F4,F7F6F1
F3F4F4,CADFDD
F7F6F1,CADFDD
E5EBE6,FDFAF1
E5EBE6,96A69F
FDFAF1,96A69F
EFDE74,EDE9DD
EFDE74,C5C0AC
EDE9DD,C5C0AC
FAF0DB,C1B5A9
F4F2D3,FDFAF1
F4F2D3,D6D69B
FDFAF1,D6D69B
C6C191,EBE6D7
C6C191,E7DCC1
EBE6D7,E7DCC1
F0FDED,FFFBEE
F0FDED,EFE0C6
FFFBEE,EFE0C6
CFDD7B,F4F0E8
CFDD7B,E7E2D6
F4F0E8,E7E2D6
C6D624,F4F0E8
C6D624,D4CEBF
F4F0E8,D4CEBF
D0D34D,FDFAF1
D0D34D,DCD3CE
FDFAF1,DCD3CE
76857B,E5EBE6
76857B,B6C4BD
E5EBE6,B6C4BD
F2EABF,FDFAF1
F2EABF,FFC0C6
FDFAF1,FFC0C6
DCD8C7,FDFAF1
DCD8C7,AAA388
FDFAF1,AAA388
8E9985,FFFBEE
8E9985,DFE4DA
FFFBEE,DFE4DA
E9DCD1,FDFAF1
E9DCD1,B6C4BD
FDFAF1,B6C4BD
E6DEF0,FDFAF1
E6DEF0,E8DAD1
FDFAF1,E8DAD1
E8AF49,FDFAF1
E8AF49,D8C7B6
FDFAF1,D8C7B6
C95B83,ECE6D5
C95B83,D8CFC1
ECE6D5,D8CFC1
FFFED8,FDFAF1
FFFED8,DCD8C7
FDFAF1,DCD8C7
B6D3C5,F0EFEB
B6D3C5,E7DCC1
F0EFEB,E7DCC1
445956,FDFAF1
445956,D6C0A4
FDFAF1,D6C0A4
705A46,F8F5E9
705A46,D6BA9B
F8F5E9,D6BA9B
8D95AA,FFFBF0
8D95AA,C5B5A4
FFFBF0,C5B5A4
947754,F5E9D9
947754,D6C0A4
F5E9D9,D6C0A4
68757E,F7F6F1
68757E,BFC9D0
F7F6F1,BFC9D0
888786,FDFAF1
888786,DBDBDA
FDFAF1,DBDBDA
655856,E6E0E0
655856,D4CBCC
E6E0E0,D4CBCC
FFBEC8,FFFDF2
FFBEC8,D0D1C1
FFFDF2,D0D1C1
E4658E,FFFBF0
E4658E,F1D5AE
FFFBF0,F1D5AE
E398AF,FFFBF0
E398AF,E3CBA8
FFFBF0,E3CBA8
006940,ECEBEA
006940,C6C6C6
ECEBEA,C6C6C6
FFFEED,FDFAF1
FFFEED,E1BB87
FDFAF1,E1BB87
414D62,F5EFE8
414D62,C1B4A0
F5EFE8,C1B4A0
415053,D9E6E8
415053,ADC5C9
D9E6E8,ADC5C9
D2CFC1,F3F0E8
D2CFC1,EA936E
F3F0E8,EA936E
9D7EB7,F8F3F6
9D7EB7,DCD3CE
F8F3F6,DCD3CE
E6DA78,FDFAF1
E6DA78,D0D2C5
FDFAF1,D0D2C5
604D47,FDFAF1
604D47,CDBDBA
FDFAF1,CDBDBA
FEE8D6,FFFBF0
FEE8D6,E4E4DA
FFFBF0,E4E4DA
BFAE5B,F5EFE8
BFAE5B,C1B4A0
F5EFE8,C1B4A0
41434E,EBE2CF
41434E,D8C095
EBE2CF,D8C095
B5B6CE,FFFBF0
B5B6CE,EFE0C6
FFFBF0,EFE0C6
5B686F,F0EFEB
5B686F,BAB4A6
F0EFEB,BAB4A6
EED09D,FDFAF1
EED09D,B6C5C1
FDFAF1,B6C5C1
ECBF9F,FFF0E1
ECBF9F,D4CEBF
FFF0E1,D4CEBF
3A3B5B,F8F5E9
3A3B5B,C1B4A0
F8F5E9,C1B4A0
BAA3A9,F4E9EA
BAA3A9,5C5451
F4E9EA,5C5451
FFF9E4,CEBE9F
82495A,FDFAF1
82495A,D5C6BD
FDFAF1,D5C6BD
DAB77F,E3E1CC
DAB77F,A9A482
E3E1CC,A9A482
976352,E5DFCD
976352,E2CC9C
E5DFCD,E2CC9C
FFF2D9,F4F0E8
FFF2D9,E7E2D6
F4F0E8,E7E2D6
EEDFDD,FDFAF1
EEDFDD,C6AEAA
FDFAF1,C6AEAA
A38E6F,F4F0E1
A38E6F,D8CEB9
F4F0E1,D8CEB9
BB9351,FFFBEE
BB9351,EDD2A3
FFFBEE,EDD2A3
B49161,FDF3E4
B49161,E3CBA8
FDF3E4,E3CBA8
F3E5CB,FFFDF2
F3E5CB,C5D1DA
FFFDF2,C5D1DA
665D9E,FDFAF1
665D9E,C1B4A0
FDFAF1,C1B4A0
CCEEC2,FDFAF1
CCEEC2,D4D0C5
FDFAF1,D4D0C5
F9BB59,FDFAF1
F9BB59,DCD8C7
FDFAF1,DCD8C7
65A5D5,F4F0E3
65A5D5,D5C7B3
F4F0E3,D5C7B3
A5B4B6,F4ECDB
A5B4B6,A9B49A
F4ECDB,A9B49A
BDCFEA,F6EFE1
BDCFEA,D8CEB9
F6EFE1,D8CEB9
FBB377,FFF1DC
FBB377,D0D1C1
FFF1DC,D0D1C1
D4C477,FFFBF0
D4C477,D2C6AE
FFFBF0,D2C6AE
F7E5E6,F7F6F1
F7E5E6,DBB7BB
F7F6F1,DBB7BB
AEA132,F3F0E8
AEA132,D2CFC1
F3F0E8,D2CFC1
90686C,D5CFBD
90686C,BCAB9C
D5CFBD,BCAB9C
655046,F4ECDB
655046,CDA894
F4ECDB,CDA894
9DA28E,FDF3E4
9DA28E,E3CBA8
FDF3E4,E3CBA8
C3A679,FFF1D8
C3A679,EDD2A3
FFF1D8,EDD2A3
1E8CAB,F8F5E9
1E8CAB,CEBE9F
F8F5E9,CEBE9F
869F98,F4ECDB
869F98,D0C5BE
F4ECDB,D0C5BE
E3CFAB,E2D8C2
E3CFAB,799B96
E2D8C2,799B96
FFCF53,FFFDF2
FFCF53,D2CFC1
FFFDF2,D2CFC1
CE8544,FDF3E4
CE8544,D6BA9B
FDF3E4,D6BA9B
F6E6C5,FDFAF1
F6E6C5,CEE3DC
FDFAF1,CEE3DC
E9F9F5,F7F6F1
E9F9F5,D6C5A9
F7F6F1,D6C5A9
D4B8BF,F4F0E8
D4B8BF,654846
F4F0E8,654846
A44A56,FFF8E3
A44A56,FFF0C4
FFF8E3,FFF0C4
8AA786,FFF9EC
8AA786,E3D2C0
FFF9EC,E3D2C0
9B5953,DCD3BC
9B5953,A89887
DCD3BC,A89887
EEB5AF,F5EFE8
EEB5AF,C6AEAA
F5EFE8,C6AEAA
A78B71,F6EBD7
A78B71,E9D3BA
F6EBD7,E9D3BA
837E74,ECEBE5
837E74,BAB4A6
ECEBE5,BAB4A6
70828F,FDFAF1
70828F,D6C0A4
FDFAF1,D6C0A4
81B39C,ECEBE5
81B39C,D1D9D7
ECEBE5,D1D9D7
FFE1A3,F7F6F1
FFE1A3,DBDBDA
F7F6F1,DBDBDA
F3D5A1,FBF1DF
F3D5A1,E2BEB4
FBF1DF,E2BEB4
979FBF,F5EBE1
979FBF,D8C7B6
F5EBE1,D8C7B6
706048,F4F0E3
706048,D5C7B3
F4F0E3,D5C7B3
637057,EAEFE5
637057,CAD6C4
EAEFE5,CAD6C4
3E505F,F4F0E8
3E505F,BBB3A2
F4F0E8,BBB3A2
555B53,E8EBE7
555B53,BCC4BD
E8EBE7,BCC4BD
4E5A6D,F4F0E1
4E5A6D,B9B297
F4F0E1,B9B297
CFF7EF,F7F6F1
CFF7EF,EEE2D5
F7F6F1,EEE2D5
969565,F3F2E1
969565,DDDCBF
F3F2E1,DDDCBF
FAF7F0,F7F6F1
